Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,SC,V,CR,CO,NI,CU,ZN,GA,RB,SR,Y,ZR,NB,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,PB,TH,U
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS94,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.763723254,50.68,0.93,14.41,11.66,0.22,7.1,9.87,2.39,0.54,0.08,,,107,,83,,,,13,151,18.56,49,0.22,,59,3.18,8.47,1.32,6.18,2,0.54,2.73,0.51,3.66,0.76,2.07,0.32,2.1,0.27,1.67,,,0.07,0.07
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS109,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.851504624,48.61,0.8,15.65,10.65,0.24,8.36,10.25,2.62,0.21,0.06,,,323,,122,,,,5,104,19.82,39,0.86,,23,2.31,6.21,0.98,5.68,2.05,0.93,3.21,0.59,4.2,0.86,2.53,0.4,2.75,0.41,1.4,0.04,,0.19,0.01
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS68,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.021057956,50.82,0.79,14.27,11.27,0.22,7.79,10.61,1.16,0.37,0.1,,,159,,115,,,,13,194,15.48,34,2,,159,2.1,6.06,0.97,5.06,1.71,0.7,2.4,0.49,3.03,0.66,1.94,0.31,2.18,0.37,1.34,0.18,,0.19,0.01
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS75,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.119839616,48.65,1.23,15.21,11.12,0.27,7.2,11.53,2.1,0.22,0.06,,,303,,205,,,,5,115,13.77,34,1.32,,23,1.29,5.47,1.04,6.06,2.31,0.93,2.89,0.53,3.11,0.63,1.81,0.27,1.54,0.22,1.46,0.11,,0.05,
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS74,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.038673718,51.51,0.59,16.8,8.38,0.21,6.22,11.26,1.75,0.39,0.04,,,257,,190,,,,12,122,11.11,37,2.33,,102,2.98,6.94,0.93,4.76,1.36,0.61,1.81,0.31,2.1,0.48,1.45,0.24,1.62,0.27,1.22,0.2,,0.28,0.03
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS122,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.011012022,49.69,1.43,14.36,12.34,0.23,7.32,9.23,2.77,0.22,0.14,,,169,,65,,,,4,149,28.87,85,2.87,,47,4.3,12.18,2.06,10.02,3.36,0.81,4.57,0.83,5.51,1.15,3.31,0.51,3.29,0.52,2.6,0.17,,0.21,0.09
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS129,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.123446204,49.96,0.87,13.56,12.2,0.23,7.14,10.93,1.81,0.41,0.08,,,68,,46,,,,8,147,19.5,46,1.81,,141,4.44,11.27,1.62,7.33,2.12,0.72,3.06,0.51,3.8,0.85,2.16,0.33,2.37,0.36,1.49,0.07,,0.14,0.07
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS36,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.008585603,49.68,0.87,13.49,12.33,0.25,7.54,10.81,1.06,0.7,0.09,,,118,,60,,,,18,143,18.11,10,1.98,,102,4.51,11.44,1.63,7.95,2.42,0.79,3.17,0.61,3.83,0.82,2.48,0.32,2.26,0.36,0.45,0.2,,0.38,0.05
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS38,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.010596168,51.96,0.8,16.98,8.64,0.18,7.15,3.54,4.01,0.67,0.13,,,111,,143,,,,21,179,12.48,12,2.25,,68,7.51,18.15,2.44,10.77,2.61,0.63,2.95,0.51,2.97,0.59,1.71,0.25,1.48,0.22,0.47,0.24,,0.94,0.2
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS40,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.507525444,51.54,0.72,15.67,8.39,0.19,6.38,6.4,3.13,0.74,0.12,,,102,,122,,,,25,324,13.79,13,2.15,,73,7.39,17.98,2.36,10.43,2.73,0.8,2.93,0.52,2.97,0.68,1.79,0.23,1.62,0.23,0.52,0.19,,0.96,0.25
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS46,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.316170245,49.76,0.69,15.63,7.83,0.17,7.94,0.77,2.79,0.31,0.11,,,61,,67,,,,30,129,11.71,6,2.11,,243,7.36,17.81,2.34,10.9,2.54,0.67,3.11,0.43,2.56,0.51,1.46,0.23,1.62,0.23,0.22,0.23,,1.07,0.25
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS49,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.002383926,51.98,0.83,16.56,9.22,0.17,6.94,4.07,3.55,0.11,0.13,,,202,,167,,,,3,151,17.49,8,2.96,,24,8.95,20.87,2.74,11.57,3,1.14,3.52,0.53,3.73,0.68,2.15,0.33,1.94,0.25,0.29,0.25,,1.01,0.29
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS98,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.864969492,47.6,0.7,18.25,8.64,0.21,7.94,8.96,3.14,0.02,0.05,,,258,,109,,,,,281,10.02,17,1.56,,10,4.43,10.85,1.41,6.68,1.79,0.68,2.29,0.38,2.17,0.45,1.14,0.16,1.04,0.11,0.67,0.11,,0.53,0.11
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS54,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.128341734,50.24,0.55,14.22,9.79,0.21,8.87,11.08,1.94,0.16,0.06,,,238,,136,,,,2,108,11.84,4,1.07,,15,1.49,4.32,0.65,3.7,1.1,0.45,1.67,0.36,2.33,0.48,1.48,0.22,1.52,0.22,0.34,0.11,,0.11,0.02
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS100,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.057359837,48.17,1.28,13.48,14.08,0.23,7.05,8.68,1.56,0.36,0.09,,,109,,84,,,,11,306,25.37,43,3.26,,46,3.98,11.68,1.84,9.14,2.9,1.01,4.07,0.78,4.97,1,2.84,0.47,2.84,0.42,1.49,0.22,,0.32,0.07
North China Craton,A MORB-ARC BASALT-ADAKITE ASSOCIATION IN THE 2.5 GA WUTAI GREENSTONE BELT: LATE ARCHEAN MAGMATISM AND CRUSTAL GROWTH IN THE NORTH CHINA CRATON,WS104,BASALT,38.5,113,2500,2500,2500,2538.9,2543,2547.1,0.355512232,45.77,1.93,17.89,13.13,0.22,6.75,3.88,4.32,0.24,0.26,,,294,,160,,,,3,87,11.43,6,2.49,,68,3.58,8.76,1.28,6.67,1.87,0.59,2.13,0.37,2.35,0.47,1.45,0.19,1.08,0.19,0.31,0.17,,0.15,0.05
"Karelia Province, FINLAND","A SMALL ARCHAEAN BELT - DIVERSE AGE ENSEMBLE: A U-PB STUDY OF THE TIPASJÄRVI GREENSTONE BELT, KARELIA PROVINCE, CENTRAL FENNOSCANDIAN SHIELD, FINLAND",A1922,ANDESITE,64,29,2840,2840,2840,2840,2843,2846,0.896814942,53.4,0.685,21.1,5.78,0.155,2.46,7.83,4.7,2.78,0.21,,108,,,,,,,62.9,,20.4,119,6.62,,,26.1,54.9,6.43,24.8,4.41,1.24,4.84,0.65,3.53,0.69,1.98,0.3,2.12,0.29,3.26,0.55,,6.22,1.9
"Karelia Province, FINLAND","A SMALL ARCHAEAN BELT - DIVERSE AGE ENSEMBLE: A U-PB STUDY OF THE TIPASJÄRVI GREENSTONE BELT, KARELIA PROVINCE, CENTRAL FENNOSCANDIAN SHIELD, FINLAND",A2316,BASALT,64,29,2500,3175,3850,2800,2820,2840,0.562885404,50.8,0.7,14.2,12.96,0.37,6.87,10.23,1.04,0.25,0.04,,206,1570,,,,,13.2,3.8,71.3,14.3,32,1.6,0.84,18.1,2.5,6.7,0.9,4.3,1.31,0.65,2.45,0.33,2.42,0.57,1.8,0.23,1.43,0.25,0.8,0.5,,0.18,0.07
Barberton,"ABUNDANT PYROCLASTIC KOMATIITIC VOLCANISM IN THE 3.5-3.2 GA BARBERTON GREENSTONE BELT, SOUTH AFRICA",SA 159-2,BASALT,-25.945,30.7283,3200,3350,3500,3410,3440,3470,0.036189973,51.94,1.25,16.07,15.16,0.252,7.29,6.6,0.15,1.2,0.095,40.8,,148,,102,,,,41.7,277,26.74,59,2.89,1.11,49,3.76,10.41,1.69,8.97,2.95,1.42,3.94,0.73,4.98,1.09,3.02,0.44,2.89,0.45,1.76,0.19,1.04,0.33,0.09
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",328151,basalt,64.9003,-51.782,2500,3175,3850,3000,3100,3200,0.997929096,53.18,2.21,13.73,13.38,0.18,3.61,7.7,2.5,1.09,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",328229,basalt,65.0117,-51.7246,2500,3175,3850,3000,3100,3200,0.99993825,51.07,0.88,7.99,11.45,0.2,13.62,10.49,1.96,0.74,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",328147,basalt,64.8296,-51.6657,2500,3175,3850,3000,3100,3200,0.99979049,49.62,1.37,14.05,14.1,0.22,7.32,8.69,2.14,0.48,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",289116,basalt,64.7597,-51.6609,2500,3175,3850,3000,3100,3200,0.940391481,53.7,0.46,10.97,9.7,0.16,13.3,7.49,1.99,0.69,0.09,24,166,1300,74,274,58,76,16,20,248,12,64,3.4,,314,21,23,,11,,,,,,,,,,,,,3,0,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",283622,basalt,64.7198,-52.0746,2500,3175,3850,3000,3100,3200,0.999744833,49.24,1.59,14.5,14.33,0.21,6.03,9.13,2.35,0.59,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",328269,basalt,64.8616,-51.7701,2500,3175,3850,3000,3100,3200,0.996005833,47.47,0.67,6.42,12.89,0.26,13.83,14.9,1.41,0.43,0.09,49.1,,,,,,,,,,,,,0,,3.8,9,,6,1.84,0.8,,0.5,,,,,1.54,0.19,1.1,0,,0,0
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",278810,basalt,64.9033,-51.1373,2500,3175,3850,3000,3100,3200,0.080995485,50.15,1,14.33,11.94,0.21,6.63,11.71,1.87,0.28,0.07,,291,160,86,60,94,106,19,11,120,22,59,3.9,,70,1,3,,11,,,,,,,,,,,,,0,0,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",328143,basalt,64.8585,-51.6492,2500,3175,3850,3000,3100,3200,0.999930263,53.79,0.47,11.47,9.39,0.17,12.79,7.77,1.96,0.73,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",339105,basalt,64.8657,-51.9441,2500,3175,3850,3000,3100,3200,0.97448945,52.34,0.42,12.31,8.78,0.15,13.7,8.21,2.13,0.63,0.11,26,152,1460,69,479,40,75,17,13,248,9,61,3.5,,317,13,21,,9,,,,,,,,,,,,,6,1,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",283329,basalt,64.6936,-50.9233,2500,3175,3850,3000,3100,3200,0.016538203,49.95,1.39,16.59,10.36,0.16,4.72,8.27,3.72,1.74,0.54,21,235,19,40,42,62,121,20,47,721,24,100,11,1.1,624,63,113,,49,8.08,2.41,,0.9,,,,,2.44,0.28,3,0.6,8,6,0.3
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",283384,basalt,64.6336,-51.0087,2500,3175,3850,3000,3100,3200,0.998595655,50.3,2.25,12.69,16.24,0.25,5.01,9.26,2.36,0.9,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",339196,basalt,64.8,-51.9,2500,3175,3850,3000,3100,3200,0.999240875,53.21,0.46,10.95,9.34,0.17,14.74,7.3,1.85,0.77,0.11,28,165,1730,77,456,56,98,15,23,255,10,61,3,,325,13,26,,13,,,,,,,,,,,,,7,3,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",328228,basalt,64.9901,-51.7321,2500,3175,3850,3000,3100,3200,0.99993825,51.44,1.05,9.25,11.78,0.19,10.89,10.17,2.38,1.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",289112,basalt,64.7963,-51.5462,2500,3175,3850,3000,3100,3200,0.769299567,50.97,1.11,14.23,13,0.21,6.09,10.27,2.23,0.52,0.14,35,289,97,69,46,89,89,20,12,227,21,70,5.6,,252,12,18,,13,,,,,,,,,,,,,4,3,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",278836,basalt,65.0382,-51.3532,2500,3175,3850,3000,3100,3200,0.01635574,52.92,2.37,13.13,14.53,0.19,3.71,7.69,2.61,1,0.5,,383,39,78,38,21,156,26,19,380,33,166,7.3,,523,31,57,,37,,,,,,,,,,,,,3,2,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",278713,basalt,64.9641,-51.343,2500,3175,3850,3000,3100,3200,0.000433944,50.11,1.74,12.7,15.34,0.23,5.63,9.68,2.29,0.61,0.17,,412,89,71,61,192,124,19,15,199,29,106,9.1,,300,11,23,,16,,,,,,,,,,,,,0,0,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",278812,basalt,64.8809,-51.1523,2500,3175,3850,3000,3100,3200,0.977284014,53.34,0.62,13.41,9.67,0.16,9.81,9.23,1.99,0.52,0.08,28,194,676,78,194,86,80,17,12,204,15,65,2.9,,238,16,18,,11,,,,,,,,,,,,,1,3,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",283390,basalt,64.6336,-51.0087,2500,3175,3850,3000,3100,3200,0.998461962,49.95,2.08,12.8,15.86,0.25,5.52,9.47,2.34,0.77,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",289109,basalt,64.8863,-51.3561,2500,3175,3850,3000,3100,3200,0.071470983,50.5,0.51,7.18,11.25,0.22,13.71,13.44,1.41,0.23,0.04,45.4,252,1170,83,237,22,92,11,4,71,15,34,3,0,30,3.7,10,,6,1.54,0.51,,0.3,,,,,1.4,0.18,0.9,0,1,0,0
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",283394,basalt,64.6336,-51.0087,2500,3175,3850,3000,3100,3200,0.998595655,50.1,2.27,12.65,16.4,0.25,4.91,9.16,2.3,0.93,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",289093,basalt,64.9439,-50.9972,2500,3175,3850,3000,3100,3200,0.973844647,52.67,0.6,13.8,8.97,0.16,8.75,10.08,1.94,0.48,0.08,30,192,490,57,174,99,77,15,12,192,15,67,3.8,,243,16,23,,11,,,,,,,,,,,,,4,3,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",289092,basalt,64.9579,-50.9895,2500,3175,3850,3000,3100,3200,0.000525503,49.64,1.49,12.82,14.24,0.23,6.31,10.05,2.13,0.63,0.15,42,377,135,77,71,391,118,17,17,198,25,89,6.9,,224,14,24,,16,,,,,,,,,,,,,2,2,
southern West Greenland,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",328219,basalt,64.9442,-51.837,2500,3175,3850,3000,3100,3200,0.999876857,49.99,1.56,13.46,14.29,0.23,5.96,9.72,1.99,0.56,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",55C,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.00252117,49.91,1.95,13.7,13.11,0.19,6.16,8.06,2.75,0.26,0.17,,425,220,44,61,,,,3,98,39,141,6,,117,10.33,25.02,,16.93,4.884,1.408,6.138,,7.077,,4.459,,4.256,0.647,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",56A,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.001310251,48.85,1.89,13.8,14,0.23,5.71,8.95,2.42,0.25,0.15,,424,160,43,74,,,,4,163,35,135,7,,130,7.798,20.95,,15.79,4.766,1.509,5.798,,6.431,,3.94,,3.734,0.568,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",26B,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.005363822,51.32,0.58,14.85,9.73,0.32,7.69,11.83,0.85,0.27,0.03,,278,331,51,108,,,,3,95,19,77,2,,18,5.46,12.4,,5.513,2.104,0.596,2.61,,3.3,,2.163,,2.164,0.334,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",17A,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.035366092,52.23,1.1,13.46,11.46,0.19,7.1,8.65,1.95,0.34,0.1,,364,77,41,50,,,,16,104,27,94,5,,49,6.72,16.45,,10.73,3.12,0.929,3.884,,4.598,,2.891,,2.729,0.416,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",3C,BASALT,-21.18,119.73,3712,3711,3710,3614,3707,3800,0.987011313,49.68,0.68,5.84,11.2,0.24,13.91,14.94,0.42,0.22,0.4,,324,1400,66,399,,,,2,26,14,29,,,36,1.183,3.506,,3.233,1.345,0.539,2.289,,2.589,,0.479,,1.267,0.187,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",30,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.289555639,52.05,0.69,6.58,9.85,0.22,13.53,14.59,1,0.31,0.04,,248,1760,47,185,,,,16,90,15,39,2,,96,2.62,6.924,,4.464,1.775,0.604,2.295,,2.709,,1.692,,1.585,0.244,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",47D,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.060731474,51.34,0.83,12.12,10.66,0.2,7.95,10.7,1.91,0.24,0.08,,218,447,45,94,,,,4,115,23,75,3,,120,4.326,10.76,,8.09,2.417,0.865,3.865,,3.547,,2.24,,2.194,0.336,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",25D,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.199778616,51.79,0.52,13.6,9.04,0.2,10.82,8.77,0.82,0.89,0.03,,225,752,44,146,,,,40,111,17,67,3,,214,4.53,10.24,,6.418,1.83,0.56,2.249,,2.83,,1.868,,1.95,0.31,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",16Q,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.314584434,53.86,0.74,14.79,8.51,0.24,6.09,12.02,2.41,0.44,0.05,,272,985,44,206,,,,15,144,21,63,2,,168,4.25,10.21,,6.754,2.025,0.688,2.642,,3.197,,2.088,,2.008,0.315,,,,,
"Pilbara Block, WESTERN AUSTRALIA","AGE OF THE ARCHEAN TALGA-TALGA SUBGROUP, PILBARA BLOCK, WESTERN AUSTRALIA, AND EARLY EVOLUTION OF THE MANTLE: NEW SM-ND ISOTOPIC EVIDENCE",26A,BASALT,-21.18,119.73,3710,3710,3710,3614,3707,3800,0.012670866,50.57,1.38,13.52,14.2,0.25,6.15,9.58,1.47,0.35,0.13,,420,74,54,56,,,,5,130,29,105,4,,89,5.443,13.17,,9.862,3.398,1.191,4.607,,5.26,,3.05,,2.728,0.4,,,,,
