NA2O(WT%),MGO(WT%),AL2O3(WT%),SIO2(WT%),P2O5(WT%),K2O(WT%),CAO(WT%),TIO2(WT%),MNO(WT%),FEOT(WT%),RB(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),BA(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),TH(PPM),TECTONIC SETTING,longitude,latitude,AGE,PUBLICATION_YEAR
2.82,7.9,17.47,48.7,0.21,0.74,9.44,0.9,0.16,8.24,21.0,,183.0,34.0,103.0,0.0,333.0,15.0,64.0,8.0,8.3,18.6,,,2.6,0.9,,0.6,,,,2.0,0.4,1.9,0.4,1.0,Continental arc,133.17,35.58,MIOCENE,1994
3.21,6.28,12.6,48.1,0.124,0.062,10.0,1.4,0.224,15.12,4.76,430.0,63.9,45.0,90.6,13.0,77.0,27.9,46.0,3.89,5.05,13.1,1.97,10.2,3.22,1.29,4.45,0.771,5.35,1.14,3.41,3.16,0.45,2.14,0.3,,Continental arc,137.65,36.2,,2017
2.43,11.5,15.3,47.0,0.14,0.69,11.65,0.82,0.17,8.64,10.6,255.0,547.0,46.0,250.0,424.0,595.0,19.5,69.0,2.25,18.6,37.0,,18.5,3.65,1.25,3.6,,3.3,,1.85,1.84,,,,3.5,Continental arc,95.25,20.92,QUATERNARY,2004
2.36,4.9,18.9,50.0,0.13,0.43,10.61,0.78,0.21,7.76,10.6,293.2,14.42,,15.8,399.4,562.1,16.93,60.56,3.0,5.37,12.22,,9.05,2.53,0.88,3.06,,2.72,,1.46,1.3,,,,,Continental arc,-87.767,13.23,,1981; 1997
3.27,6.63,17.8,51.41,0.23,0.67,8.82,0.9,0.17,,13.0,207.0,179.0,31.0,69.0,275.0,526.0,21.0,94.0,2.7,7.9,20.1,3.2,14.8,3.8,1.18,3.2,0.53,3.1,0.62,1.82,1.76,0.26,2.09,0.18,0.75,Continental arc,158.07,53.93,,2000
3.02,9.28,14.5,52.19,0.22,1.21,9.05,0.84,0.16,8.485114,23.0,242.0,566.0,41.0,118.0,290.0,399.0,22.0698,79.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,23.0,Continental arc,160.789,56.355,,2018
2.95,7.41,16.77,50.66,0.21,0.75,8.36,1.16,0.17,,15.0,,197.0,35.0,135.0,,,,,,,,,,,,,,,,,,,,,,Continental arc,132.0,34.75,PALEOCENE,1986
2.77,5.27,17.53,52.05,0.38,2.59,9.52,0.88,0.15,,74.0,251.0,43.0,32.0,36.0,920.0,635.0,27.0,162.0,16.0,52.0,102.0,,37.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
2.41,5.92,16.9,49.54,0.1,0.37,9.72,1.4,0.13,9.42,4.17,332.86,39.7,43.92,8.6,91.9,208.85,25.51,58.11,2.15,3.97,10.63,1.6,8.08,2.74,1.0,3.4,0.63,3.96,0.89,2.49,2.28,0.35,1.55,0.11,0.59,Continental arc,140.58499999999998,43.21,MIOCENE,2011
2.47,6.16,17.13,49.67,0.55,2.09,11.28,1.01,0.16,,61.0,256.0,52.0,34.0,40.8,920.0,795.0,27.0,156.0,22.0,44.99,97.2,11.8,39.0,8.45,2.2,7.21,0.892,5.23,0.98,2.65,2.47,0.36,3.94,1.291,14.76,Continental arc,15.216,38.794,HOLOCENE,2006
2.83,8.72,14.78,50.95,0.38,1.34,9.956,1.22,0.173,,30.05,293.7,563.0,46.92,,310.9,301.3,25.06,132.0,3.181,10.8,26.38,3.921,19.21,4.517,1.3451,4.681,0.7158,4.481,0.8873,2.597,2.432,0.365,3.18,0.204,1.131,Continental arc,160.333,55.785,,2021
2.57,6.2,18.39,48.96,0.36,2.05,10.95,1.0,0.17,,66.0,248.0,58.0,30.0,40.0,912.0,688.0,25.0,152.0,17.2,44.0,90.0,10.6,41.0,8.2,2.1,6.6,0.92,4.9,0.87,2.4,2.3,0.35,3.7,1.19,15.0,Continental arc,15.216,38.794,HOLOCENE,2006
2.6,8.53,15.46,52.0,0.12,0.94,9.95,0.68,0.14,,12.0,193.0,378.0,50.0,130.0,268.0,353.0,17.0,88.0,,,,,,,,,,,,,,,,,,Continental arc,141.25,41.0,,1994
2.63,5.56,17.76,52.28,0.21,0.45,8.77,0.74,0.19,8.72,8.54,192.94,,46.86,,159.91,348.26,20.55,74.4,5.12,8.34,18.84,2.54,11.03,2.78,0.95,3.11,0.52,3.22,0.69,2.08,2.02,0.31,1.91,0.3,0.8,Continental arc,140.5,37.5,,2013
3.08,6.24,16.88,50.11,0.21,0.4,10.57,1.31,0.18,,8.0,286.0,37.0,,33.0,145.0,347.0,30.0,147.0,4.0,8.36,19.87,,12.98,3.44,1.25,,0.64,,,,2.07,0.34,2.57,0.24,0.84,Continental arc,176.166,-38.466,,1993
2.37,6.55,17.47,49.75,0.35,1.82,11.29,0.89,0.16,,46.0,289.0,72.0,47.0,47.0,692.0,637.0,27.0,137.0,14.0,55.0,82.0,,39.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
2.934,9.019,17.21,47.63,0.1947,1.047,11.6,0.8967,0.1687,7.68,,209.9,296.2,,136.3,,,,96.3,,,,,,,,,,,,,,,,,,Continental arc,23.306,37.632,,2022
4.01,5.2,17.3,52.95,0.43,1.47,7.29,1.39,0.17,8.99,14.3,149.0,125.0,28.3,68.9,549.0,496.0,40.6,181.0,12.2,24.3,43.9,6.92,29.5,6.9,2.1,7.34,1.14,6.8,1.37,3.69,3.6,0.53,4.37,0.61,1.42,Continental arc,-89.564,14.824,,2012
2.27,6.15,18.47,50.95,,0.365,10.42,0.657,0.185,8.92,6.451,192.269,41.388,,31.192,291.276,549.759,15.077,30.25,,6.42,14.915,2.223,9.933,2.635,0.888,2.766,0.425,2.634,0.535,1.527,1.476,0.229,0.971,,0.357,Continental arc,-84.733,10.467,,2006
2.7,5.1,17.19,52.42,0.25,1.77,9.98,0.81,0.13,7.12,43.6,248.0,87.0,24.2,36.1,549.0,568.0,19.4,106.0,8.9,29.9,56.0,,24.8,4.96,1.41,4.27,0.62,,,,2.01,0.29,2.6,0.61,9.6,Continental arc,15.21,38.79,,
1.83,7.11,16.59,48.36,0.06,0.13,11.38,1.19,0.13,,1.6,,,,,23.1,267.0,,,,1.8,4.54,,5.23,2.02,0.694,3.11,,4.06,,2.44,2.23,0.37,,,,Continental arc,141.5,39.0,DEVONIAN,1977; 1979
1.95,6.92,16.31,49.34,0.41,2.43,11.87,0.98,0.16,,78.0,248.0,112.0,45.0,64.0,857.0,809.0,29.0,159.0,19.0,37.0,105.0,,40.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
2.15,7.03,16.05,49.9,0.23,1.92,10.51,1.09,0.14,,,,180.0,32.5,,570.0,,,,,19.8,50.8,,,6.2,2.02,,1.09,,,,2.8,0.47,2.4,,6.0,Continental arc,139.37,41.5,QUATERNARY,1978; 1979
4.09,6.28,17.2,50.4,0.61,1.59,7.82,1.8,0.17,9.65,17.0,209.0,116.0,32.0,84.0,380.0,634.0,26.0,177.0,18.2,19.48,44.85,6.07,25.96,5.98,1.89,5.96,0.87,5.1,1.01,2.8,2.46,0.38,3.94,0.97,1.9,Continental arc,159.963,57.356,QUATERNARY,2010
3.19,6.63,17.27,52.54,0.16,0.68,9.65,0.97,0.17,8.74,11.0,260.0,100.0,34.0,47.0,245.0,342.0,21.2,81.0,2.4,4.0,13.0,,9.0,2.6,,,,,,,2.1,,2.2,,1.2,Continental arc,160.484,55.974,,2013
2.15,6.7,17.7,50.72,0.86,5.89,6.7,1.8,0.15,,145.0,250.0,201.0,25.0,56.0,1643.0,653.0,25.1,481.0,8.3,54.2,107.0,,41.3,5.6,1.84,4.7,0.74,,,,2.02,0.28,11.0,0.39,14.4,Continental arc,156.5,56.5,,1994
1.7,5.78,15.79,51.69,0.06,0.1,10.61,0.97,0.21,11.52,0.56,411.0,,,,66.6,167.0,20.8,25.9,0.722,1.85,5.33,0.89,4.89,1.76,0.701,2.65,0.532,3.2,0.752,2.0,2.22,0.302,0.88,0.041,0.345,Continental arc,140.065,40.175,PLIOCENE,2015
2.5,7.42,16.48,51.6,0.21,1.15,10.81,0.72,0.16,,28.0,,480.0,31.0,73.0,396.0,690.0,16.0,90.0,8.0,20.8,40.3,,15.3,3.23,1.19,,0.51,,,,1.72,0.28,2.03,0.46,4.4,Continental arc,11.366,38.55,PLEISTOCENE,1992; 1998; 2004
3.68633,4.84787,18.94611,52.10044,0.23942,0.92604,9.09655,1.02532,0.14902,8.4,13.5357588608052,278.586742691613,47.7632621694964,29.9926573909426,19.4496631963028,509.852300591375,652.505337448292,19.6651657476625,100.632500810898,4.24790053263274,10.2449506773175,22.8917409789021,3.32040345383697,14.4502598670783,3.45642135431576,1.08832927140803,3.49367732606479,0.539692340127552,3.24175,0.6774,1.903,1.753,0.2621,2.51356053918738,0.2311,1.026,Continental arc,-91.55,14.76,,2011
3.14,6.29,16.73,47.92,0.53,2.53,7.44,2.31,0.17,,59.0,196.0,94.0,,61.0,683.0,579.0,23.0,274.0,41.0,,,,,5.64,,22.4,,,,,,,,,,Continental arc,130.0,33.25,,2008
3.44,6.83,15.92,51.93,0.17,0.17,8.0,1.41,0.13,11.43,1.2,191.0,220.0,54.0,183.0,100.0,474.0,19.11,71.0,4.59,4.92,12.29,1.96,10.22,3.28,1.21,3.58,0.54,3.08,0.6,1.59,1.29,0.19,1.74,0.31,0.68,Continental arc,140.2,49.0,MIOCENE,2005
2.66,6.27,15.7,47.9,0.655,3.74,11.2,0.962,0.176,7.88,198.0,284.0,168.0,32.9,42.7,836.0,1110.0,29.6,244.0,54.2,99.5,174.0,18.6,68.8,12.4,3.4,10.5,1.28,5.97,1.04,2.65,2.18,0.331,4.6,2.06,20.3,Continental arc,110.886,-6.448,,2022
2.07,5.52,17.9,50.58,0.3,0.8,10.34,1.03,0.19,,19.0,316.0,48.0,30.0,15.0,143.0,291.0,20.0,58.0,5.0,,26.0,,,,,,,,,,,,,,3.0,Continental arc,8.7,40.45,NEOGENE,1994; 2005
2.69,7.12,15.5,49.8,0.25,1.34,10.3,0.98,0.18,9.18,,307.0,141.0,,27.0,506.0,552.0,14.9,57.2,1.9,,,,,,,,,,,,,,,,,Continental arc,161.4,56.65,,1996
2.63,6.46,16.64,50.81,0.39,2.15,10.35,0.93,0.16,,57.0,291.0,107.0,52.0,52.0,817.0,544.0,25.0,151.0,15.0,46.0,104.0,,46.0,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
2.51,6.1,18.49,50.37,0.36,2.02,10.84,0.97,0.17,,68.0,262.0,59.0,33.0,44.0,944.0,703.0,26.0,158.0,18.1,45.0,92.0,10.8,41.0,8.2,2.1,6.8,0.93,4.9,0.89,2.4,2.3,0.35,3.6,1.18,15.0,Continental arc,15.216,38.794,HOLOCENE,2006
2.39,5.78,16.32,51.19,0.55,3.77,9.68,0.9,0.14,7.21,124.0,242.0,180.0,32.0,40.0,1462.0,701.0,26.0,166.0,29.0,51.0,103.0,12.1,42.0,8.6,2.2,7.6,1.1,5.4,1.0,2.6,2.3,0.34,4.2,1.3,17.6,Continental arc,15.211,38.806,HOLOCENE,2014
2.26,10.45,14.75,49.05,0.35,2.35,9.15,0.97,0.14,,90.0,193.0,600.0,,191.0,992.0,530.0,19.0,136.0,10.0,13.7,47.0,,,3.5,1.04,,0.53,,,,2.58,0.5,,,4.0,Continental arc,26.25,39.2,,1992
2.65,5.81,18.07,50.43,0.15,0.46,11.04,1.16,0.15,10.07,1.58,,,,,164.0,469.0,25.0,53.0,1.02,4.19,12.1,2.05,10.9,3.36,1.15,4.1,0.685,4.43,0.913,2.55,2.49,0.39,1.67,0.06,0.331,Continental arc,158.162,52.46,,2014
2.42,5.06,16.79,52.49,0.21,0.61,6.12,1.68,0.09,9.03,8.0,,,,,168.0,306.0,36.0,88.0,5.1,,,,,,,,,,,,,,,,,Continental arc,139.0,38.0,MIOCENE,1997
2.04,5.97,17.74,52.02,0.11,0.26,10.28,0.78,0.18,9.59,5.5,,,46.1,25.0,98.7,248.0,18.7,48.2,1.66,4.47,11.1,1.56,7.6,2.26,0.825,2.95,0.51,3.35,0.721,2.17,2.06,0.321,1.46,0.086,0.15,Continental arc,140.46,38.125,,
1.96,7.19,17.57,51.83,0.08,0.2,10.26,0.79,0.16,,,220.0,243.0,29.0,70.0,,,,,,,,,,,,,,,,,,,,,,Continental arc,140.98,39.88,,1982
3.82,4.53,18.1,52.9,,1.09,8.62,1.22,0.18,9.26,28.0,205.0,6.0,,14.0,183.0,305.0,32.0,185.0,16.9,16.5,39.7,4.85,21.9,5.12,1.45,5.06,0.87,5.3,1.08,3.17,2.96,,4.47,,3.9,Continental arc,109.21,-7.24,,1995
2.3,6.15,16.42,52.33,0.11,0.92,10.73,0.74,0.15,,20.0,212.0,182.0,48.0,53.0,,395.0,22.0,90.0,,,,,,,,,,,,,,,,,,Continental arc,141.25,41.0,,1994
1.805,6.608,17.214,52.174,0.075,0.254,10.88,0.69,0.168,,6.104,264.225,140.744,36.316,32.658,125.805,261.031,18.612,45.897,2.179,,,,,,,,,,,,,,,,,Continental arc,140.869,39.801,,2017
3.04982385505788,4.78107700050327,15.2893809763462,50.7297433316558,0.261701056869653,1.22798188223452,9.40110719677906,1.12732762959235,0.231504781077,12.51,29.0,407.0,4.0,46.0,3.0,846.0,404.0,21.0,83.0,,,29.0,2.0,,,,,,,,,,,,,26.0,Continental arc,-86.0,12.0,HOLOCENE,2020
3.37,5.177,17.229,52.911,0.2,1.03,8.395,1.133,0.167,8.57,16.686,274.592,48.437,32.59,28.656,397.979,353.395,24.47,90.696,,,,,,,,,,,,,,,,,,Continental arc,160.745,56.087,,2017
3.88,5.18,15.08,47.74,0.44,0.38,6.3,2.9,0.25,,,,,,,112.0,,,,,17.9,47.4,,33.7,9.45,3.21,10.8,,10.6,,,4.58,0.626,,,,Continental arc,135.75,34.1,,1977
3.067,4.696,17.223,51.514,0.277,1.274,8.711,1.134,0.155,9.03,26.8226967,,44.1479988,,18.7665024,484.266022,441.265808,27.7207108,114.512283,3.05185437,10.5766554,25.484663,3.7130363,18.3408165,4.93756008,1.55454254,5.25976992,0.797195256,4.89791536,0.857807934,2.70272279,2.78753829,0.430272609,3.06669426,0.184942305,0.935802102,Continental arc,160.393,55.771,,2015
4.31,4.86,18.04,52.53,0.19,0.76,7.78,0.9,0.14,8.41,39.0,175.0,56.0,20.0,31.0,231.0,720.0,33.0,161.0,11.0,19.08,47.04,5.12,19.54,4.34,1.25,4.25,0.64,4.64,0.91,2.5,2.04,0.29,3.4,0.7,8.9,Continental arc,10.0,44.5,OLIGOCENE,2012
2.5,10.0,17.2,46.67,0.19,0.08,10.24,1.29,0.14,,0.0,196.0,257.0,46.0,138.0,,180.0,28.0,103.0,2.0,,,,,,,,,,,,,,,,,Continental arc,134.952,32.355,,1993
1.84,7.1,17.19,51.58,0.137,0.99,11.08,0.63,0.165,,23.14333617,269.9207151,121.410545,33.37437039,46.28100614,285.2133971,619.9886763,16.23344717,43.70839349,2.688836689,13.63409775,25.56608408,3.37121768,13.86342384,3.112561734,0.96017259,3.056898612,0.483965317,2.867298595,0.59411244,1.616182775,1.779229746,0.269735951,1.235636516,0.135462692,2.407283811,Continental arc,14.856,38.573,,2016
1.88,7.82,17.2,50.73,0.1,0.05,10.46,0.83,0.17,9.74,0.688,,,,73.0,65.6,317.0,14.0,27.1,1.13,2.94,7.17,1.13,5.83,1.79,0.701,2.33,0.396,2.55,0.542,1.57,1.44,0.222,0.938,0.064,0.251,Continental arc,140.98,39.88,QUATERNARY,2006
2.29,11.11,14.19,50.84,0.14,0.57,9.74,0.83,0.16,8.61,10.0,,470.0,49.0,170.0,230.0,260.0,,,,5.0,10.1,,6.8,2.2,1.05,3.2,,,,,1.6,0.26,,,,Continental arc,160.1,56.01,QUATERNARY,1995
3.13,7.2,13.57,44.49,1.24,1.43,9.82,3.73,0.21,15.18,18.0,,136.6,,28.0,341.0,1033.0,35.0,241.0,40.0,51.7,124.3,,85.5,14.1,3.6,,,,,,2.6,0.4,5.1,2.7,2.9,Continental arc,130.25,33.5,CENOZOIC,2003
2.25,8.48,14.1,48.03,0.53,1.79,9.43,1.79,0.16,,65.0,,,,194.0,628.0,950.0,,,,,,,34.8,6.06,,,,,,,,,,,,Continental arc,134.0,34.75,CENOZOIC,1988
4.25,6.27,15.51,49.63,0.24,0.3,11.05,1.68,0.16,8.44,13.3,315000.0,88.0,33.4,41.5,93.0,623000.0,30.2,153000.0,2.0,8.1,22.1,3.34,15.3,4.29,1.54,5.01,0.81,5.13,1.1,3.02,2.83,0.42,3.12,0.17,0.49,Continental arc,97.077,3.492,MIOCENE,2021
3.03,9.52,14.8,49.04,0.29,1.07,9.63,1.82,0.17,,23.8,,290.0,47.9,140.0,490.0,420.0,41.9,140.0,,36.6,75.0,,24.51,7.14,2.6,,1.03,,,,3.84,,2.3,1.7,4.07,Continental arc,130.0,33.0,CENOZOIC,1990
2.68,9.78,14.09,46.46,0.24,2.14,9.79,2.04,0.16,11.36,33.2,271.3,585.9,49.5,252.3,406.6,154.8,22.5,117.9,20.0,,,,,,,,,,,,,,,,,Continental arc,130.55,32.4,MESOZOIC,2004
2.79,5.09,18.2,49.5,0.1,0.59,10.9,0.78,0.1,9.0,12.0,368.0,310.0,30.0,40.0,38.0,85.0,26.0,46.0,5.0,,,,,,,,,,,,,,,,,Continental arc,-1.905,35.908,MIOCENE,2008
3.42,4.75,18.52,52.3,0.16,1.016,8.93,0.978,0.134,7.92,22.0,210.0,36.3,,5.1,443.0,614.0,18.0,89.0,3.4,9.0,22.4,,11.7,,,,,,,,,,,,,Continental arc,-92.15,15.1,,2004
2.7,5.6,18.4,49.6,0.13,0.33,10.4,0.99,0.18,9.81,3.86,340.0,67.0,38.0,20.0,165.0,402.0,22.0,55.0,3.0,3.68,10.4,0.0,9.0,2.73,0.991,3.17,,3.49,,2.18,2.01,0.295,1.37,,0.182,Continental arc,158.137,52.473,PLEISTOCENE,2007
3.48,5.43,17.5,51.5,0.34,1.13,9.3,1.23,0.16,,18.0,217.0,130.0,,46.0,497.0,576.0,,,,,,,,,,,,,,,,,,,,Continental arc,-89.63,14.55,,1981
2.56,6.26,16.8,49.94,0.5,2.27,10.89,0.84,0.15,7.54,72.9,239.7,131.1,29.6,54.4,989.2,707.3,24.4,156.3,18.9,47.6,93.9,10.8,41.6,8.0,2.1,6.5,0.9,4.7,0.8,2.3,2.2,0.3,3.6,1.2,16.7,Continental arc,15.21,38.79,,2012
3.95,6.13,17.61,51.61,0.39,1.65,7.07,1.6,0.13,,47.0,172.0,107.0,,73.0,348.0,456.0,29.0,245.0,21.0,,,,,,,,,,,,,,,,,Continental arc,133.1,35.5,MIOCENE,1997
2.77,7.71,17.54,49.32,0.2,0.34,11.52,1.12,0.16,8.75,0.0,238.0,82.0,,63.0,78.0,330.0,24.0,99.0,6.0,0.0,24.0,,13.0,,,,,,,,,,,,1.0,Continental arc,176.25,-38.3,,2007
2.81,4.98,18.17,51.92,0.31,0.62,9.6,1.14,0.19,9.52,7.17,271.86,5.7,41.23,1.2,191.3,503.91,24.24,95.95,10.3,13.91,30.14,4.08,17.23,3.99,1.32,4.09,0.7,3.95,0.86,2.37,2.21,0.34,2.36,0.6,1.5,Continental arc,139.84,42.510000000000005,MIOCENE,2011
2.62,9.09,15.34,50.25,0.27,0.86,9.98,1.26,0.17,9.14,22.0,,481.0,41.9,122.0,166.0,435.0,23.0,132.0,6.7,12.2,29.0,,,4.3,1.4,,0.48,,,,2.0,0.29,2.03,0.37,1.73,Continental arc,137.5,35.75,NEOGENE,1993
1.93,6.41,17.33,49.9,0.16,0.6,12.64,0.71,0.18,9.56,11.7,277.0,102.0,35.1,30.8,369.0,477.0,17.6,53.3,1.57,5.42,12.6,2.03,9.69,2.63,0.87,2.86,0.48,3.0,0.61,1.72,1.7,0.25,1.51,0.1,0.57,Continental arc,-86.724,12.473,,2012
2.89629255989912,9.16,16.25,48.27,0.36,1.25,10.52,1.42,0.15,7.87334635004089,36.0,206.0,449.0,38.0,148.0,481.0,548.0,22.0,116.0,,,,,,,,,,,,,,,,,,Continental arc,-3.368,34.521,NEOGENE,2005
2.9,6.1,18.2,49.9,0.1,0.6,9.7,1.1,0.2,11.2,6.4,,,,,274.0,433.0,21.0,30.0,0.0,,,,,,,,,,,,,,,,,Continental arc,140.487,39.042,,2004
2.36,8.68,16.18,50.09,0.17,1.29,9.24,0.83,0.21,8.03,32.3,248.0,,,,559.0,473.0,21.0,61.3,2.64,15.5,31.6,4.0,16.7,3.74,1.07,3.78,0.548,3.29,0.738,2.1,1.91,0.304,1.74,0.133,5.25,Continental arc,139.73,39.95,QUATERNARY,2015
2.21,5.64,17.59,51.98,0.16,0.79,10.5,0.739,0.174,8.91,12.0,264.0,,,,277.0,314.0,19.0,53.0,1.0,9.2,19.5,2.61,11.8,3.0,0.95,3.4,0.6,3.5,0.7,2.1,2.2,0.35,1.5,0.1,2.7,Continental arc,139.696,37.355,PLIOCENE,2021
4.07,9.26,14.56,52.21,0.11,0.12,8.66,1.4,0.12,9.47,4.0,,107.0,37.0,47.0,105.0,94.0,39.0,91.0,8.0,,,,,,,,,,,,,,,,,Continental arc,78.2,34.9,PERMIAN,2007
2.48,9.08,15.91,52.16,0.11,0.76,9.12,0.9,0.16,,23.5,,,,220.0,,175.0,,,,,,,,,,,,,,,,,,,,Continental arc,140.75,37.5,MIOCENE,1986; 1993
2.4,5.72,18.0,49.2,0.39,2.09,11.2,1.02,0.18,,83.0,265.0,63.0,30.0,35.0,986.0,768.0,27.0,162.0,22.0,49.0,83.0,,40.0,,,,,,,,,,,,18.0,Continental arc,15.21,38.79,,2004
2.0,6.31,17.98,47.14,0.1,0.26,12.01,0.77,0.2,10.71,10.0,371.0,21.3,46.6,23.0,340.0,408.0,14.0,29.0,,3.39,8.0,,5.0,1.66,0.73,,0.4,,,,1.27,0.19,0.9,0.3,0.4,Continental arc,-86.308,12.135,QUATERNARY,2012
2.4,6.96,16.4,48.6,0.12,0.14,12.1,1.26,0.18,11.2,4.5,259.0,126.0,,76.0,104.0,290.0,21.0,72.0,3.6,2.8,9.4,,8.6,2.58,1.01,3.7,,3.92,,2.04,1.48,,1.84,,0.2,Continental arc,-85.98,11.97,,1984; 1990; 1994; 2001; 2004; 2017
2.4,7.16,14.62,51.37,0.12,0.88,9.62,0.79,0.17,9.49,26.97,279.02,508.0,67.22,159.0,295.16,237.18,22.71,72.77,2.44,9.99,22.21,2.68,11.36,3.05,0.86,3.31,0.55,3.51,0.78,2.3,2.21,0.34,1.98,0.18,3.43,Continental arc,141.25,41.0,,2013
1.799,6.806,18.378,50.436,0.068,0.16,11.382,0.652,0.16,,3.171,221.601,95.163,35.226,35.708,94.061,310.424,13.48,36.591,1.239,,,,,,,,,,,,,,,,,Continental arc,140.839,39.786,,2017
2.49,9.3,15.6,49.85,0.29,0.54,10.43,1.09,0.17,9.22,10.2,,,,159.0,176.0,320.0,19.4,110.0,4.15,11.6,27.8,3.73,16.5,3.98,1.31,4.19,0.7,3.96,0.82,2.35,2.21,0.34,2.74,0.14,1.39,Continental arc,175.94,-38.386,,2020
2.78,5.95,17.2,52.8,0.12,0.54,9.54,0.8,0.19,,8.0,269.0,87.0,35.0,46.0,199.0,257.0,19.0,73.0,1.1,4.2,12.7,1.78,8.49,2.56,0.85,2.69,0.47,3.06,0.69,2.08,2.08,0.32,1.99,0.07,0.6,Continental arc,160.68,54.97,,2001; 2021
3.57,7.38,16.81,47.4,0.47,1.22,9.83,1.85,0.17,,17.0,262.0,129.0,45.0,68.0,317.0,690.0,19.0,141.4,17.8,18.93,43.35,5.82,26.59,6.42,1.99,5.31,0.82,4.68,0.83,2.18,1.99,0.268,3.397,1.019,1.65,Continental arc,157.75,55.72,,2001; 2004; 2015
3.27,8.39,16.5,50.6,0.33,1.19,9.09,1.55,0.13,8.54,30.9,,,,139.0,409.0,704.0,24.1,144.0,17.7,28.9,54.7,,,5.4,2.0,,,,,,1.8,0.4,3.4,1.0,3.4,Continental arc,133.57,35.38,QUATERNARY,2000
2.63,5.14,17.49,51.55,0.32,1.95,10.11,0.93,0.16,,56.0,,,,32.0,851.0,703.0,24.0,138.0,17.0,,81.0,,,,,,,,,,,,,,,Continental arc,15.21,38.79,,1993
3.21,4.8,17.34,48.06,0.2,0.07,12.01,1.6,0.3,,2.0,254.0,295.0,52.0,121.0,24.0,220.0,34.0,116.0,2.0,5.28,16.8,,13.7,5.46,1.64,6.36,,6.1,,3.54,3.2,0.56,,,,Continental arc,134.952,32.355,,1993
3.09,8.27,16.64,48.41,0.32,1.08,9.42,1.31,0.15,,20.1,216.0,324.0,39.5,139.0,272.0,543.0,24.5,132.0,8.6,13.0,29.2,4.07,18.1,4.27,1.45,4.49,0.74,4.23,0.87,2.35,2.17,0.31,2.97,0.59,1.04,Continental arc,-89.706,14.06,PLEISTOCENE,2006; 2007
4.26,5.09,17.33,52.35,0.48,1.0,7.74,1.46,0.15,9.13,23.0,154.0,173.0,,98.0,430.0,457.0,20.0,155.0,20.0,22.0,52.0,,22.0,,,,,,,,,,,,,Continental arc,8.83,39.78,NEOGENE,1996
2.12,7.39,17.52,51.57,0.11,0.15,10.29,0.78,0.17,9.57,3.56,,,,76.0,72.9,285.0,13.0,32.8,1.46,3.06,7.88,1.17,5.92,1.82,0.713,2.26,0.388,2.44,0.514,1.48,1.39,0.217,1.1,0.081,0.316,Continental arc,140.98,39.88,QUATERNARY,2006
2.69,4.95,17.61,52.42,0.31,1.3,8.6,1.51,0.16,9.44,34.0,268.0,10.0,,7.4,246.0,563.0,25.0,110.0,5.9,,,,,,,,,,,,,,,,3.5,Continental arc,137.6,36.217,QUATERNARY,1995
2.96,7.74,14.65,50.26,0.21,0.8,8.34,1.52,0.16,11.63,12.2,144.0,316.0,41.5,257.0,195.0,543.0,15.9,87.4,10.8,10.7,24.6,3.28,15.6,4.21,1.6,4.26,0.61,3.4,0.61,1.48,1.18,0.16,2.33,0.66,1.21,Continental arc,133.589,43.503,MIOCENE,2022
3.8,5.0,17.7,52.1,0.17,0.82,8.2,0.92,,8.01,9.0,224.0,13.0,25.61,8.0,580.0,609.0,17.0,125.0,,9.08,17.0,,,3.25,1.1,,0.6,,,,,0.29,2.64,,0.6,Continental arc,-91.55,14.76,,1987
2.55,7.23,14.85,52.84,0.25,1.02,8.03,1.39,0.16,10.86,30.0,170.0,243.0,,139.0,,302.0,22.0,115.0,13.0,,,,,,,,,,,,,,,,,Continental arc,130.25,33.25,CENOZOIC,2004
3.76,7.63,16.42,50.51,0.57,1.49,9.67,0.92,0.12,6.6,20.0,167.0,208.0,,125.0,1265.0,2550.0,28.0,175.0,11.2,,,,78.5,9.39,,,,,,,,,,,,Continental arc,133.0,35.0,CENOZOIC,1990
3.41,6.23,18.24,50.59,0.35,0.85,8.58,1.77,0.17,8.83,,,,,,,,,,,13.52,35.35,,,4.15,1.39,,,,,,1.88,0.31,4.12,,1.57,Continental arc,140.25,41.5,,1987
2.02,11.43,14.03,50.41,0.09,0.5,10.12,0.69,0.17,,8.0,,,,,155.0,270.0,14.2,42.0,1.08,4.22,9.26,1.34,6.53,2.13,0.67,2.4,0.41,2.59,0.55,1.51,1.37,0.22,1.36,0.07,1.03,Continental arc,-155.16,58.3,HOLOCENE,2010
