Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-17,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.999436319,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,mp-17,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,52.1,1.91,,13.0,,,,16.65,5.97,2.25,0.26,,0.32,4.27,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,68.0,17.0,,,,10.0,,,,,,,,,,41.4,169.0,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-20,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.869166851,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,mp-20,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,49.9,1.41,,11.7,,,,14.31,8.84,6.05,0.28,,0.57,3.15,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,251.0,28.0,,,,61.0,,,,,,,,,,25.9,116.0,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-22,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.969398975,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,mp-22,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,47.7,1.84,,12.0,,,,14.49,8.11,6.78,0.19,,0.89,1.49,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,,413.0,92.0,,,,35.0,,,,,,,,,,37.6,116.0,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-23,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2700.0,2720.0,2740.0,0.944766283,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,mp-23,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,46.1,1.61,,13.6,,,,14.67,10.0,6.74,0.2,,0.06,1.25,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,,397.0,100.0,,,,68.0,,,,,,,,,,29.0,82.5,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,B-6,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2718.0,2720.0,2722.0,0.956904411,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,B-6,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,51.2,0.795,,15.4,,,,15.03,6.04,2.17,0.27,,0.41,5.28,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,,12.0,3.0,,,,8.0,,,,,,,,,,30.1,141.0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,B-7,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2718.0,2720.0,2722.0,0.996642232,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.47,48.47,-81.4,-81.4,,,,B-7,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,49.5,0.872,,14.3,,,,18.63,5.37,2.55,0.28,,0.44,5.06,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,,18.0,5.0,,,,8.0,,,,,,,,,,25.2,121.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,SM-ND STUDY OF ARCHEAN ALKALIC ROCKS FROM THE SUPERIOR PROVINCE OF THE CANADIAN SHIELD,A903,TRACHYBASALT,48.17,-79.75,2720.0,ARCHEAN,2720.0,2597.0,2702.0,2807.0,0.9999547,SM-ND STUDY OF ARCHEAN ALKALIC ROCKS FROM THE SUPERIOR PROVINCE OF THE CANADIAN SHIELD,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.17,48.17,-79.75,-79.75,,,,A903,TRACHYBASALT,2720000000.0,2720000000.0,PALEO,,,,,TRACHYBASALT,,,,,WR,52.1,0.85,,15.28,,,,8.6,8.82,7.0,0.14,,3.65,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.173,9.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,SM-ND STUDY OF ARCHEAN ALKALIC ROCKS FROM THE SUPERIOR PROVINCE OF THE CANADIAN SHIELD,A907,BASALT,48.17,-79.75,2720.0,ARCHEAN,2720.0,2597.0,2702.0,2807.0,0.999934673,SM-ND STUDY OF ARCHEAN ALKALIC ROCKS FROM THE SUPERIOR PROVINCE OF THE CANADIAN SHIELD,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.17,48.17,-79.75,-79.75,,,,A907,BASALT,2720000000.0,2720000000.0,PALEO,,,,,BASALT,,,,,WR,48.48,0.73,,16.88,,,,7.38,11.18,5.01,0.21,,5.58,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.935,14.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",11,BASALT,48.47,-81.4,2500.0,ARCHEAN,3850.0,2678.0,2688.5,2699.0,0.999934673,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.47,48.47,-81.4,-81.4,,,,11,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,47.3,0.72,,13.1,,,,11.07,12.1,10.4,0.19,,0.1,1.51,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,300.0,660.0,,,50.0,185.0,45.0,85.0,,,,,,,200.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",4,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2678.0,2688.5,2699.0,0.999824584,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.47,48.47,-81.4,-81.4,,,,4,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,51.0,0.7,,12.8,,,,10.35,9.06,9.89,0.15,,0.55,2.3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,300.0,540.0,,,45.0,90.0,80.0,60.0,,,,,,,200.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",9,BASALT,48.47,-81.4,2500.0,ARCHEAN,3850.0,2678.0,2688.5,2699.0,0.999861479,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.47,48.47,-81.4,-81.4,,,,9,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,46.7,0.62,,10.2,,,,11.07,7.84,15.5,0.19,,0.03,1.75,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,250.0,1880.0,,,80.0,560.0,70.0,95.0,,,,,,,60.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",8,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2678.0,2688.5,2699.0,0.999756038,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.47,48.47,-81.4,-81.4,,,,8,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,46.5,2.08,,13.1,,,,16.47,9.11,5.15,0.26,,0.47,2.37,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,600.0,120.0,,,55.0,70.0,150.0,140.0,,,,,,,150.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",10,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2678.0,2688.5,2699.0,0.996989727,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.47,48.47,-81.4,-81.4,,,,10,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,48.9,1.45,,12.9,,,,14.85,9.1,5.15,0.2,,0.43,2.07,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,500.0,75.0,,,50.0,70.0,80.0,135.0,,,,,,,150.0,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",12,BASALT,48.47,-81.4,2500.0,ARCHEAN,3850.0,2678.0,2688.5,2699.0,0.999551594,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.47,48.47,-81.4,-81.4,,,,12,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.3,0.7,,12.5,,,,10.53,9.13,9.99,0.17,,0.09,2.98,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,250.0,540.0,,,50.0,160.0,20.0,80.0,,,,,,,150.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",5,THOLEIITE,48.47,-81.4,2500.0,ARCHEAN,3850.0,2678.0,2688.5,2699.0,0.999808729,"SOME CHEMICAL CHARACTERISTICS OF ULTRAMAFIC AND THOLEIITIC ROCKS, NEWTON TOWNSHIP, DISTRICT OF SUDBURY",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.47,48.47,-81.4,-81.4,,,,5,THOLEIITE,2500000000.0,3850000000.0,PALEO,,,,,THOLEIITE,,,,,WR,51.3,0.76,,13.0,,,,10.17,8.32,8.42,0.17,,0.28,3.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,350.0,440.0,,,45.0,75.0,45.0,70.0,,,,,,,200.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,ROQ95-7,BASALT,48.2,-80.0,2500.0,ARCHEAN,3850.0,2720.0,2722.5,2725.0,0.999878883,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.0,-80.0,,,,ROQ95-7,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,50.58,0.84,,9.18,,,,11.8,9.03,16.49,0.19,,0.01,1.51,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,1560.0,,,1560.0,567.0,214.0,95.0,,,,,,2.0,48.0,12.0,52.0,2.5,,,,,,,,,,,,,,3.32,8.56,1.25,6.19,1.95,0.64,2.37,0.37,2.48,0.47,1.36,,1.11,0.2,1.43,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,22180,BASALT,49.0,-79.37,2700.0,ARCHEAN,2710.0,2703.0,2706.5,2710.0,0.05341085,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,49.0,49.0,-79.37,-79.37,,,,22180,BASALT,2700000000.0,2710000000.0,PALEO,,,,,BASALT,,,,,WR,53.0,0.53,,10.69,,,,9.35,7.94,15.96,0.17,,0.01,2.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,177.0,1490.0,,,69.2,484.0,69.2,72.3,,,,,,0.23,32.0,19.7,49.0,2.37,,,,,,,,,,,,,,3.58,8.91,1.38,6.07,1.85,0.52,2.49,0.5,3.09,0.72,2.04,,1.98,0.32,1.79,,,,,,,,,,,,0.44,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,6411,BASALT,48.2,-80.1,2700.0,ARCHEAN,2710.0,2703.0,2706.5,2710.0,0.089865014,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.2,48.2,-80.1,-80.1,,,,6411,BASALT,2700000000.0,2710000000.0,PALEO,,,,,BASALT,,,,,WR,51.5,0.64,,10.18,,,,12.36,7.08,15.78,0.18,,0.01,1.97,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,233.0,1480.0,,,72.6,333.0,32.2,73.7,,,,,,0.68,25.1,15.0,29.4,1.25,,,,,,,,,,,,0.34,,1.3,4.48,0.72,4.18,1.58,0.54,2.13,0.36,2.16,0.5,1.5,,1.33,0.17,1.02,,,,,,,,,,,,0.13,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,27982,BASALT,47.5843,-81.2449,2735.0,ARCHEAN,2750.0,2735.0,2742.5,2750.0,0.223100036,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,47.5843,47.5843,-81.2449,-81.2449,,,,27982,BASALT,2735000000.0,2750000000.0,PALEO,,,,,BASALT,,,,,WR,51.11,0.45,,14.75,,,,10.03,7.56,12.91,0.25,,1.39,1.42,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,513.0,,,56.9,95.2,24.8,59.0,,,,,,53.4,65.0,15.5,22.6,0.42,,,,,,,,,,,,1.33,,0.7,1.91,0.34,2.17,0.94,0.67,1.54,0.31,2.26,0.56,1.65,,1.8,0.29,0.77,,,,,,,,,,,,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
Abitibi,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,23214,BASALT,48.0705,-80.0862,2700.0,ARCHEAN,2710.0,2703.0,2706.5,2710.0,0.034544535,SPATIAL AND TEMPORAL VARIATIONS IN THE GEOCHEMISTRY OF KOMATIITES AND KOMATIITIC BASALTS IN THE ABITIBI GREENSTONE BELT,ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Abitibi,,48.0705,48.0705,-80.0862,-80.0862,,,,23214,BASALT,2700000000.0,2710000000.0,PALEO,,,,,BASALT,,,,,WR,52.08,0.62,,11.94,,,,10.94,8.42,12.95,0.18,,0.01,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,227.0,1390.0,,,73.0,357.0,68.9,72.0,,,,,,0.33,66.3,17.1,41.6,1.58,,,,,,,,,,,,0.14,,3.03,7.1,1.1,5.22,1.7,0.63,2.23,0.41,2.6,0.59,1.77,,1.79,0.26,1.29,,,,,,,,,,,,0.27,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"THE CHARACTERISTICS AND ORIGIN OF THE BIG LAKE MAFIC-ULTRAMAFIC-HOSTED VOLCANOGENIC MASSIVE SULFIDE OCCURRENCE, MARATHON, ONTARIO, CANADA",546714,BASALT,48.6,-86.1,2500.0,ARCHEAN,3850.0,2688.0,2719.0,2750.0,0.000762193,"THE CHARACTERISTICS AND ORIGIN OF THE BIG LAKE MAFIC-ULTRAMAFIC-HOSTED VOLCANOGENIC MASSIVE SULFIDE OCCURRENCE, MARATHON, ONTARIO, CANADA",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-86.1,-86.1,,,,546714,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,46.75,1.13,,6.87,,,,12.42,9.43,15.01,0.21,,2.11,0.63,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,1120.0,,,83.9,670.0,87.8,87.0,,,,,,1.6,90.2,13.0,38.4,4.8,,,,,,,,,,,,8.18,390.0,4.4,12.5,1.7,8.3,2.4,0.9,2.6,0.4,2.6,0.5,1.4,,1.2,0.1,1.3,0.32,,,,,,,,,2.3,,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior,"THE CHARACTERISTICS AND ORIGIN OF THE BIG LAKE MAFIC-ULTRAMAFIC-HOSTED VOLCANOGENIC MASSIVE SULFIDE OCCURRENCE, MARATHON, ONTARIO, CANADA",546729,BASALT,48.6,-86.1,2500.0,ARCHEAN,3850.0,2688.0,2719.0,2750.0,0.046615519,"THE CHARACTERISTICS AND ORIGIN OF THE BIG LAKE MAFIC-ULTRAMAFIC-HOSTED VOLCANOGENIC MASSIVE SULFIDE OCCURRENCE, MARATHON, ONTARIO, CANADA",ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),Superior,,48.6,48.6,-86.1,-86.1,,,,546729,BASALT,2500000000.0,3850000000.0,PALEO,,,,,BASALT,,,,,WR,45.91,1.29,,7.79,,,,12.71,8.18,16.97,0.22,,0.03,0.38,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,1570.0,,,87.8,956.0,163.5,142.0,,,,,,10.0,60.2,13.4,44.5,4.6,,,,,,,,,,,,0.35,10.0,6.0,15.6,2.2,11.0,3.1,1.1,3.2,0.5,2.7,0.6,1.4,,1.2,0.1,1.6,0.29,,,,,,,,,1.8,,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
